ingredient_id,name_cn,inci_name,cas_no,synonyms,use_purpose_2023,efficacy_2023,literature_evidence,efficacy_relation,mechanism_legacy,mechanism_id_1,reference_1,mechanism_id_2,reference_2
6438,四氢木兰醇,TETRAHYDROMAGNOLOL,,,祛斑剂;美白剂,祛斑美白,祛斑美白,祛斑美白,A1,JL163,《美白化妆品科学与技术》,JL38,《美白化妆品科学与技术》
6723,土贝母（BOLBOSTEMMA PANICULATUM）茎提取物,BOLBOSTEMMA PANICULATUM STEM EXTRACT,,,祛斑剂;美白剂,祛斑美白,,,,,,,
6724,土贝母（BOLBOSTEMMA PANICULATUM）提取物,BOLBOSTEMMA PANICULATUM EXTRACT,,,祛斑剂;美白剂,祛斑美白,祛斑美白,祛斑美白,A4,JL132,"[1]杜娟.土贝母苷甲抑制黑色素瘤增殖和诱导其自噬的作用及分子机制[D].河北医科大学,2021.DOI:10.27111/d.cnki.ghyku.2021.000609. https://kns.cnki.net/kcms2/article/abstract?v=i12nDYUbXpJOAGuq9vG3ct1CqiPYTlRG07E1O2G96r_v-53H5Ds6QyieB80_oc2DyCb0IlTlL1qjbVRS8ntAcvNSOaeLe20ohcvjMreNhm7LnzCTKlf6ocC4r4KppbAEoMNoPxjmPSa4mewM-XosskJ0Uk53KxUj-_R3MUn06dgOVrUXzmrAbVSEuvZqx56CDYLls5FI4ww=&uniplatform=NZKPT&language=CHS [2]《化妆品植物原料手册》",,
7236,杏（PRUNUS ARMENIACA）仁壳粗粉,PRUNUS ARMENIACA (APRICOT) KERNEL MEAL,,,,,,,,,,,
7296,蕈（ALBATRELLUS CONFLUENS）提取物,ALBATRELLUS CONFLUENS (MUSHROOM) EXTRACT,,,,,,,,,,,
7837,异烟酰胺,ISONIACINAMIDE,,4-甲酰氨基吡啶;4-吡啶甲酰胺,,,,,,,,,
7908,薏苡（COIX LACRYMA-JOBI）水,COIX LACRYMA-JOBI WATER;YOKUININ WATER,,,,,,,,,,,
8138,油松（PINUS TABULIFORMIS）树皮提取物,PINUS TABULIFORMIS BARK EXTRACT,,,,,,,,,,,
8514,长叶松（PINUS PALUSTRIS） 针叶提取物,PINUS PALUSTRIS LEAF EXTRACT,,,,,,,,,,,
8785,独行菜（LEPIDIUM APETALUM）籽提取物,LEPIDIUM APETALUM SEED EXTRACT,,北葶苈子提取物,祛斑剂;美白剂,祛斑美白,,,,,,,
8932,琼枝麒麟菜（BETAPHYCUS GELATINUM）提取物,BETAPHYCUS GELATINUM EXTRACT,,,祛斑剂;美白剂,祛斑美白,,,,,,,
3017,环庚三烯酚酮,TROPOLONE,,"2-羟基-2,4,6-环庚三烯-1-酮;草酚酮;托酚酮",,,祛斑美白,祛斑美白,A1,JL35,《美白化妆品科学与技术》,,
1635,橙皮苷酶,HESPERIDINASE,,,,,,,,,,,
1676,川谷（COIX LACRYMA-JOBI MA-YUEN）籽,COIX LACRYMA-JOBI MA-YUEN SEED,,,祛斑剂;美白剂,祛斑美白,,,,,,,
1925,滇山茶（CAMELLIA RETICULATA）花提取物,CAMELLIA RETICULATA FLOWER EXTRACT,,,,,,,,,,,
4370,硫代二丙酸,THIODIPROPIONIC ACID,,"TDPA;3,3-硫代二丙酸",,,,,,,,,
5031,佩兰（EUPATORIUM FORTUNEI）提取物,EUPATORIUM FORTUNEI EXTRACT,,,祛斑剂;美白剂,祛斑美白,祛斑美白,祛斑美白,A1,JL35,《化妆品植物原料手册》,,
6192,树形杜鹃（RHODODENDRON ARBOREUM）花提取物,RHODODENDRON ARBOREUM FLOWER EXTRACT,,,,,,,,,,,
6307,水解假丝酵母（CANDIDA BOMBICOLA）提取物,HYDROLYZED CANDIDA BOMBICOLA EXTRACT,,,保湿剂;润肤剂;清洁剂,"清洁,保湿",,,,,,,
3362,蜂生假丝酵母/葡萄糖/油菜籽油酸甲酯发酵产物,CANDIDA BOMBICOLA/GLUCOSE/METHYL RAPESEEDATE FERMENT,,,表面活性剂;发用调理剂;清洁剂,"清洁,清洁,护发",,,,,,,
7193,辛酸,CAPRYLIC ACID,,羊脂酸;正辛酸,表面活性剂;发用调理剂;清洁剂,"清洁,清洁,护发",,,,,,,
7208,辛酰甘氨酸,CAPRYLOYL GLYCINE,,,表面活性剂;发用调理剂;清洁剂;保湿剂;控油剂,"清洁,控油,清洁,保湿,护发",清洁,清洁,T3,JL116,[1]《现代化妆品科学与技术（中册）》 [2]《化妆品原料》 [3]《化妆品工艺学》,,
2316,肥皂草（SAPONARIA OFFICINALIS）根提取物,SAPONARIA OFFICINALIS ROOT EXTRACT,,,清洁剂,清洁,,,,,,,
6863,西地格丝兰（YUCCA SCHIDIGERA）叶/根/茎提取物,YUCCA SCHIDIGERA LEAF/ROOT/STEM EXTRACT,,,皮肤保护剂;清洁剂;舒缓,"清洁,舒缓",,,,,,,
8486,皂树（QUILLAJA SAPONARIA）树皮提取物,QUILLAJA SAPONARIA BARK EXTRACT,,,发用调理剂;清洁剂;舒缓,"清洁,护发,舒缓",,,,,,,
6862,西地格丝兰（YUCCA SCHIDIGERA）茎提取物,YUCCA SCHIDIGERA STEM EXTRACT,,,清洁剂;舒缓,"清洁,舒缓",,,,,,,
1915,地榆（SANGUISORBA OFFICINALIS）根提取物,SANGUISORBA OFFICINALIS ROOT EXTRACT,,,清洁剂;肤感调节剂,清洁,,,,,,,
8728,棕榈酰角蛋白氨基酸类,PALMITOYL KERATIN AMINO ACIDS,,,抗静电剂;清洁剂,"清洁,护发",清洁,清洁,T3,JL116,[1]《现代化妆品科学与技术（中册）》 [2]《化妆品原料》 [3]《化妆品工艺学》,,
2933,胡桃（JUGLANS REGIA）提取物,JUGLANS REGIA (WALNUT) EXTRACT,,,除臭剂;清洁剂;收敛剂;磨砂剂,"清洁,紧致,除臭,去角质",,,,,,,
7511,椰油基二甲基铵羟丙基水解小麦蛋白,COCODIMONIUM HYDROXYPROPYL HYDROLYZED WHEAT PROTEIN,,,发用调理剂;抗静电剂;清洁剂,"清洁,护发",,,,,,,
7571,椰油酰基水解角蛋白,COCOYL HYDROLYZED KERATIN,,,发用调理剂;抗静电剂;清洁剂,"清洁,护发",,,,,,,
8432,月桂亚氨基二丙酸生育酚磷酸酯盐二钠,DISODIUM LAURIMINODIPROPIONATE TOCOPHERYL PHOSPHATES,,,发用调理剂;发用定型剂;抗静电剂;清洁剂,"清洁,护发",清洁,清洁,T3,JL116,[1]《现代化妆品科学与技术（中册）》 [2]《化妆品原料》 [3]《化妆品工艺学》,,
7568,椰油酰基水解大豆蛋白,COCOYL HYDROLYZED SOY PROTEIN,,,发用调理剂;抗静电剂;清洁剂,"清洁,护发",,,,,,,
1004,α-葡聚糖寡糖,ALPHA-GLUCAN OLIGOSACCHARIDE,,,发用调理剂;清洁剂,"清洁,护发",,,,,,,
2522,橄榄油酰基水解小麦蛋白,OLIVOYL HYDROLYZED WHEAT PROTEIN,,,发用调理剂;清洁剂,"清洁,护发",,,,,,,
6030,生育酚磷酸酯,TOCOPHERYL PHOSPHATE,,,发用调理剂;清洁剂,"清洁,护发",,,,,,,
6826,无患子（SAPINDUS MUKOROSSI）果提取物,SAPINDUS MUKOROSSI FRUIT EXTRACT,,,发用调理剂;清洁剂,"清洁,护发",,,,,,,
8744,棕榈酰水解小麦蛋白,PALMITOYL HYDROLYZED WHEAT PROTEIN,,,发用调理剂;清洁剂,"清洁,护发",,,,,,,
8722,棕榈酰甘氨酸,PALMITOYL GLYCINE,,N-棕榈酰甘氨酸,乳化剂;发用调理剂;清洁剂,"清洁,护发",清洁,清洁,T3,JL116,[1]《现代化妆品科学与技术（中册）》 [2]《化妆品原料》 [3]《化妆品工艺学》,,
7588,椰子（COCOS NUCIFERA）果肉提取物,COCOS NUCIFERA (COCONUT) PULP EXTRACT,,,清洁剂;保湿剂,"清洁,保湿",,,,,,,
5631,肉碱,CARNITINE,,,保湿剂;发用调理剂;抗静电剂;清洁剂,"清洁,保湿,护发",,,,,,,
7207,辛酰蚕丝氨基酸类,CAPRYLOYL SILK AMINO ACIDS,,,保湿剂;发用调理剂;清洁剂,"清洁,保湿,护发",清洁,清洁,T3,JL116,[1]《现代化妆品科学与技术（中册）》 [2]《化妆品原料》 [3]《化妆品工艺学》,,
5812,三叶无患子（SAPINDUS TRIFOLIATUS）果提取物,SAPINDUS TRIFOLIATUS FRUIT EXTRACT,,,发用调理剂;保湿剂;清洁剂,"清洁,保湿,护发",,,,,,,
2319,肥皂草（SAPONARIA OFFICINALIS）叶提取物,SAPONARIA OFFICINALIS LEAF EXTRACT,,,清洁剂,清洁,,,,,,,
8175,柚（CITRUS GRANDIS）叶提取物,CITRUS GRANDIS (GRAPEFRUIT) LEAF EXTRACT,,,发用调理剂,护发,,,,,,,
8178,柚（CITRUS GRANDIS）籽提取物,CITRUS GRANDIS (GRAPEFRUIT) SEED EXTRACT,,柚籽提取物,发用调理剂,护发,,,,,,,
3383,三枝九叶草（EPIMEDIUM SAGITTATUM）提取物,EPIMEDIUM SAGITTATUM EXTRACT,,箭叶淫羊藿(EPIMEDIUM SAGITTATUM)提取物,,,,,,,,,
5887,山金车（ARNICA MONTANA）提取物,ARUNIKA EKISU,,,,,,,,,,,
6804,莴苣（LACTUCA SCARIOLA SATIVA）叶提取物,LACTUCA SCARIOLA SATIVA (LETTUCE) LEAF EXTRACT,,,,,,,,,,,
8173,柚（CITRUS GRANDIS）果水,CITRUS GRANDIS (GRAPEFRUIT) FRUIT WATER,,,,,,,,,,,
8176,柚（CITRUS GRANDIS）油,CITRUS GRANDIS (GRAPEFRUIT) OIL,,,,,,,,,,,
1993,冬瓜（BENINCASA HISPIDA）提取物,BENINCASA HISPIDA EXTRACT,,,控油剂;舒缓;祛斑剂;美白剂;祛痘,"控油,舒缓,祛痘,祛斑美白",祛斑美白，舒缓，祛痘,祛斑美白|舒缓|祛痘,A1|K3|H1,JL35|JL21,"[1]张建华,王婷,李华,等.七白膏各中药萃取物对黑素细胞增殖及黑素合成的影响[J].上海中医药杂志,2009,43(01):84-86.DOI:10.16305/j.1007-1334.2009.01.029. https://kns.cnki.net/nzkhtml/xmlRead/xml.html?pageType=web&fileName=SHZZ200901035&tableName=CJFDTOTAL&dbCode=CJFD&topic=&fileSourceType=1&taskId=&from=&groupId=&appId=KNS_BASIC_PSMC&act=&customReading=&invoice=kH5GRwiACKVwOOoN4mHwhr0aeLrx8fpnK/YBgd4kdbppDjn0w82GE2PNUUiJhsxZlT+yGMzYZAODjL+B9zPqSwMNrnvYsjn9qQuFhHkalnSBhe8GOjLMZsTbCdchpSX7a7vtHjbzGcc/ADMXbdK9YIz2OSkD0TrcpSQXO2pNzt8= [2]《化妆品植物原料手册》|《化妆品植物原料手册》",JL132,"[1]张建华,王婷,李华,等.七白膏各中药萃取物对黑素细胞增殖及黑素合成的影响[J].上海中医药杂志,2009,43(01):84-86.DOI:10.16305/j.1007-1334.2009.01.029. https://kns.cnki.net/nzkhtml/xmlRead/xml.html?pageType=web&fileName=SHZZ200901035&tableName=CJFDTOTAL&dbCode=CJFD&topic=&fileSourceType=1&taskId=&from=&groupId=&appId=KNS_BASIC_PSMC&act=&customReading=&invoice=kH5GRwiACKVwOOoN4mHwhr0aeLrx8fpnK/YBgd4kdbppDjn0w82GE2PNUUiJhsxZlT+yGMzYZAODjL+B9zPqSwMNrnvYsjn9qQuFhHkalnSBhe8GOjLMZsTbCdchpSX7a7vtHjbzGcc/ADMXbdK9YIz2OSkD0TrcpSQXO2pNzt8= [2]《化妆品植物原料手册》"
1991,冬瓜（BENINCASA CERIFERA）籽提取物,BENINCASA CERIFERA SEED EXTRACT,,,祛斑剂;美白剂;祛痘,"控油,祛痘,祛斑美白",祛斑美白，控油，祛痘,祛斑美白|控油|祛痘,A1|E4|H1,JL35|JL150|JL21,"[1]张建华,王婷,李华,等.七白膏各中药萃取物对黑素细胞增殖及黑素合成的影响[J].上海中医药杂志,2009,43(01):84-86.DOI:10.16305/j.1007-1334.2009.01.029. https://kns.cnki.net/nzkhtml/xmlRead/xml.html?pageType=web&fileName=SHZZ200901035&tableName=CJFDTOTAL&dbCode=CJFD&topic=&fileSourceType=1&taskId=&from=&groupId=&appId=KNS_BASIC_PSMC&act=&customReading=&invoice=kH5GRwiACKVwOOoN4mHwhr0aeLrx8fpnK/YBgd4kdbppDjn0w82GE2PNUUiJhsxZlT+yGMzYZAODjL+B9zPqSwMNrnvYsjn9qQuFhHkalnSBhe8GOjLMZsTbCdchpSX7a7vtHjbzGcc/ADMXbdK9YIz2OSkD0TrcpSQXO2pNzt8= [2]《化妆品植物原料手册》|《化妆品植物原料手册》",JL132,"[1]张建华,王婷,李华,等.七白膏各中药萃取物对黑素细胞增殖及黑素合成的影响[J].上海中医药杂志,2009,43(01):84-86.DOI:10.16305/j.1007-1334.2009.01.029. https://kns.cnki.net/nzkhtml/xmlRead/xml.html?pageType=web&fileName=SHZZ200901035&tableName=CJFDTOTAL&dbCode=CJFD&topic=&fileSourceType=1&taskId=&from=&groupId=&appId=KNS_BASIC_PSMC&act=&customReading=&invoice=kH5GRwiACKVwOOoN4mHwhr0aeLrx8fpnK/YBgd4kdbppDjn0w82GE2PNUUiJhsxZlT+yGMzYZAODjL+B9zPqSwMNrnvYsjn9qQuFhHkalnSBhe8GOjLMZsTbCdchpSX7a7vtHjbzGcc/ADMXbdK9YIz2OSkD0TrcpSQXO2pNzt8= [2]《化妆品植物原料手册》"
4415,龙胆草**,,,,控油剂;防脱发剂;舒缓,"控油,舒缓,防脱发",,,,,,,
2881,红芒柄花（ONONIS SPINOSA）根提取物,ONONIS SPINOSA ROOT EXTRACT,,,发用调理剂;控油剂;舒缓,"控油,舒缓,护发",,,,,,,
1999,豆瓣菜（NASTURTIUM OFFICINALE）花/叶提取物,NASTURTIUM OFFICINALE FLOWER/LEAF EXTRACT,,,控油剂;舒缓,"控油,舒缓",控油,控油,E5,JL151,《化妆品植物原料手册》,,
4767,木立芦荟（ALOE ARBORESCENS）叶提取物,ALOE ARBORESCENS LEAF EXTRACT,,,控油剂;舒缓,"控油,舒缓",,,,,,,
5869,沙生腊菊（HELICHRYSUM ARENARIUM）提取物,HELICHRYSUM ARENARIUM EXTRACT,,,控油剂;舒缓,"控油,舒缓",,,,,,,
7906,意大利腊菊（HELICHRYSUM ITALICUM）提取物,HELICHRYSUM ITALICUM EXTRACT,,意大利蜡菊提取物,控油剂;舒缓,"控油,舒缓",,,,,,,
1905,地黄（REHMANNIA GLUTINOSA）根提取物,REHMANNIA GLUTINOSA ROOT EXTRACT,,,发用调理剂;防脱发剂;控油剂,"控油,护发,防脱发",控油,控油,E5,JL151,《化妆品植物原料手册》,,
1784,大麦（HORDEUM VULGARE）叶提取物,HORDEUM VULGARE LEAF EXTRACT,,,控油剂,控油,,,,,,,
5708,锐刺山楂（CRATAEGUS OXYACANTHA）提取物,CRATAEGUS OXYACANTHA EXTRACT,,,,,,,,,,,
7640,野山楂（CRATAEGUS CUNEATA）提取物,CRATAEGUS CUNEATA EXTRACT,,,控油剂;祛斑剂;美白剂,"控油,祛斑美白",,,,,,,
1782,大麦（HORDEUM VULGARE）芽提取物,HORDEUM VULGARE MALT EXTRACT,,,控油剂,控油,,,,,,,
1787,大麦（HORDEUM VULGARE）籽皮提取物,HORDEUM VULGARE SEED CAPSULE EXTRACT,,,控油剂,控油,,,,,,,
1816,单子山楂（CRATAEGUS MONOGYNA）叶提取物,CRATAEGUS MONOGYNA LEAF EXTRACT,,,,,,,,,,,
5707,锐刺山楂（CRATAEGUS OXYACANTHA）果提取物,CRATAEGUS OXYACANTHA FRUIT EXTRACT,,,,,,,,,,,
8986,山楂（CRATAEGUS PINNATIFIDA）果提取物,CRATAEGUS PINNATIFIDA FRUIT EXTRACT,,山楂(CRATAEGUS PINNATIFIDA)果提取物,控油剂;祛斑剂;美白剂,"控油,祛斑美白",,,,,,,
2547,根皮素,PHLORETIN,,"根皮酸苯三酚一酯;三羟苯酚丙酮;2,4,6-三羟基-3-(4-羟基苯基)苯丙酮",保湿剂;祛斑剂;美白剂;控油剂,"控油,祛斑美白,保湿",祛斑美白,祛斑美白,A1,JL35,《美白化妆品科学与技术》,,
5523,忍冬（LONICERA JAPONICA）叶提取物,LONICERA JAPONICA (HONEYSUCKLE) LEAF EXTRACT,,金银花叶提取物,控油剂;保湿剂;舒缓,"控油,保湿,舒缓",,,,,,,
5525,忍冬（LONICERA JAPONICA）藤提取物,LONICERA JAPONICA (HONEYSUCKLE) CAULIS EXTRACT,,,控油剂;保湿剂;舒缓,"控油,保湿,舒缓",,,,,,,
4434,芦荟维斯内加（VISNAGA VERA）果提取物,VISNAGA VERA FRUIT EXTRACT,,,,,,,,,,,
2543,葛根（PUERARIA LOBATA）提取物,PUERARIA LOBATA EXTRACT,,,发用调理剂;控油剂,"控油,护发",,,,,,,
1783,大麦（HORDEUM VULGARE）叶粉,HORDEUM VULGARE LEAF POWDER,,,控油剂,控油,,,,,,,
1902,枸杞（LYCIUM CHINENSE）根皮提取物,LYCIUM CHINENSE ROOT BARK EXTRACT,,,发用调理剂,"控油,护发",,,,,,,
2571,枸杞（LYCIUM CHINENSE）提取物,LYCIUM CHINENSE EXTRACT,,,发用调理剂;修护;控油剂,"控油,护发,修护",,,,,,,
2570,枸杞（LYCIUM CHINENSE）果提取物,LYCIUM CHINENSE FRUIT EXTRACT,,,发用调理剂,"控油,护发",,,,,,,
4826,宁夏枸杞（LYCIUM BARBARUM）叶提取物,LYCIUM BARBARUM LEAF EXTRACT,,,发用调理剂,"控油,护发",,,,,,,
2568,枸杞（LYCIUM CHINENSE）根提取物,LYCIUM CHINENSE ROOT EXTRACT,,枸杞根;地骨;杞根,发用调理剂,"控油,护发",,,,,,,
4825,宁夏枸杞（LYCIUM BARBARUM）提取物,LYCIUM BARBARUM EXTRACT,,,发用调理剂,"控油,护发",,,,,,,
4824,宁夏枸杞（LYCIUM BARBARUM）果提取物,LYCIUM BARBARUM FRUIT EXTRACT,,枸杞子提取物,发用调理剂;收敛剂,"控油,紧致,护发",,,,,,,
2566,枸桔（PONCIRUS TRIFOLIATA）果提取物,PONCIRUS TRIFOLIATA FRUIT EXTRACT,,,发用调理剂;修护,"控油,护发,修护",,,,,,,
5524,忍冬（LOUICERA JAPONICA）花提取物,KINGINKA EKISU,,,发用调理剂;控油剂;舒缓,"控油,护发,舒缓",,,,,,,
6530,羧甲基半胱氨酸,CARBOCYSTEINE,,,发用调理剂;控油剂,"控油,护发",,,,,,,
2001,豆瓣菜（NASTURTIUM OFFICINALE）叶/茎提取物,NASTURTIUM OFFICINALE LEAF/STEM EXTRACT,,,发用调理剂;控油剂,"控油,护发",控油,控油,E5,JL151,《化妆品植物原料手册》,,
2000,豆瓣菜（NASTURTIUM OFFICINALE）提取物,NASTURTIUM OFFICINALE EXTRACT,,西洋菜提取物,发用调理剂;控油剂,"控油,护发",控油,控油,E5,JL151,《化妆品植物原料手册》,,
4165,库拉索芦荟（ALOE BARBADENSIS）提取物,ALOE BARBADENSIS EXTRACT,,,发用调理剂;控油剂,"控油,护发",控油,控油,E5,JL151,《化妆品植物原料手册》,,
7434,洋常春藤（HEDERA HELIX）叶提取物,HEDERA HELIX (IVY) LEAF EXTRACT,,,发用调理剂;控油剂,"控油,护发",,,,,,,
5046,枇杷（ERIOBOTRYA JAPONICA）叶提取物,ERIOBOTRYA JAPONICA LEAF EXTRACT,,,发用调理剂;控油剂;皮肤保护剂,"控油,护发",控油,控油,E5,JL13,《化妆品植物原料手册》,,
7134,小叶海藻（SARGASSUM FUSIFORME）提取物,SARGASSUM FUSIFORME EXTRACT,,小叶海藻提取物;羊栖菜(SARGASSUM FUSIFORME)提取物,发用调理剂;控油剂;皮肤保护剂,"控油,护发",,,,,,,
1906,地黄（REHMANNIA GLUTINOSA）提取物,REHMANNIA GLUTINOSA EXTRACT,,,控油剂;防脱发剂;保湿剂;发用调理剂;舒缓,"控油,防脱发,保湿,舒缓,护发",控油,控油,E5,JL151,《化妆品植物原料手册》,,
1904,地黄（REHMANINNIA CHINENSIS）根提取物,JIOU EKISU,,,控油剂;保湿剂;防脱剂,"控油,保湿",控油,控油,E5,JL151,《化妆品植物原料手册》,,
7912,薏苡仁（COIX LACRYMA-JOBI MA-YUEN）提取物,COIX LACRYMA-JOBI EXTRACT,,,祛斑剂;美白剂;控油剂;修护,"控油,祛斑美白,修护",,,,,,,
4433,芦荟提取物,ALOE YOHJYU MATSU EKISU,,芦荟素;芦荟粉,保湿剂;润肤剂;控油剂,"控油,保湿",舒缓，控油,舒缓|控油,K3|E5,JL23|JL151,"[1]徐莲,符旭东,熊蕊,等.芦荟的药理作用及其临床应用研究进展[J].中国药房,2016,27(10):1418-1421. https://kns.cnki.net/nzkhtml/xmlRead/xml.html?pageType=web&fileName=ZGYA201610041&tableName=CJFDTOTAL&dbCode=CJFD&topic=&fileSourceType=1&taskId=&from=&groupId=&appId=KNS_BASIC_PSMC&act=&customReading=&invoice=Mk+lg3xE4OPSKCk6tUE2pZI2994yL7zj23a/Ik6eHH4CXVrOu/RtCnK7POlRhRY9sU+EJP5rdNHRy42lNJCTOyfRGj+HQ+Y5ExFh3NQKVJr3X+3EuY3KPORjP6DKeNc7bybDyzOKTlnU9DITY+KImgMnIy54NHhPQUlz9ZrTTnk=|《化妆品植物原料手册》",JL184,"[1]徐莲,符旭东,熊蕊,等.芦荟的药理作用及其临床应用研究进展[J].中国药房,2016,27(10):1418-1421. https://kns.cnki.net/nzkhtml/xmlRead/xml.html?pageType=web&fileName=ZGYA201610041&tableName=CJFDTOTAL&dbCode=CJFD&topic=&fileSourceType=1&taskId=&from=&groupId=&appId=KNS_BASIC_PSMC&act=&customReading=&invoice=Mk+lg3xE4OPSKCk6tUE2pZI2994yL7zj23a/Ik6eHH4CXVrOu/RtCnK7POlRhRY9sU+EJP5rdNHRy42lNJCTOyfRGj+HQ+Y5ExFh3NQKVJr3X+3EuY3KPORjP6DKeNc7bybDyzOKTlnU9DITY+KImgMnIy54NHhPQUlz9ZrTTnk="
2643,南酸枣（CHOEROSPONDIAS AXILLARIS）提取物,CHOEROSPONDIAS AXILLARIS EXTRACT,,,控油剂;除臭剂;发用调理剂;舒缓,"控油,除臭,舒缓,护发",,,,,,,
6516,酸枣（ZIZIPHUS JUJUBA SPINOSA）仁提取物,ZIZIPHUS JUJUBA SPINOSA KERNEL EXTRACT,,,控油剂;发用调理剂;除臭剂;舒缓,"控油,除臭,舒缓,护发",,,,,,,
8468,枣（ZIZIPHUS JUJUBA）提取物,ZIZIPHUS JUJUBA EXTRACT;TAISOU EKISU,,,控油剂;发用调理剂;除臭剂;舒缓,"控油,除臭,舒缓,护发",,,,,,,
8471,枣（ZIZIPHUS JUJUBA）叶提取物,ZIZIPHUS JUJUBA LEAF EXTRACT,,,控油剂;发用调理剂;除臭剂,"控油,除臭,护发",,,,,,,
6517,酸枣（ZIZIPHUS JUJUBA SPINOSA）提取物,ZIZIPHUS JUJUBA SPINOSA EXTRACT,,,控油剂;发用调理剂;除臭剂;舒缓,"控油,除臭,舒缓,护发",,,,,,,
5047,枇杷（ERIOBOTRYA JAPONICA）叶原生质体,ERIOBOTRYA JAPONICA LEAF PROTOPLASTS,,,控油剂;除臭剂,"控油,除臭",,,,,,,
5044,枇杷（ERIOBOTRYA JAPONICA）果/叶提取物,ERIOBOTRYA JAPONICA FRUIT/LEAF EXTRACT,,,控油剂;除臭剂,"控油,除臭",控油,控油,E5,JL13,《化妆品植物原料手册》,,
5045,枇杷（ERIOBOTRYA JAPONICA）提取物,ERIOBOTRYA JAPONICA EXTRACT,,,控油剂;除臭剂,"控油,除臭",,,,,,,
1620,常春藤（HEDERA NEPALENSIS SINENSIS）提取物,HEDERA NEPALENSIS SINENSIS EXTRACT,,,控油剂;除臭剂;除臭剂,"控油,除臭,除臭",,,,,,,
1998,豆瓣菜（NASTURTIUM OFFICINALE）花/叶/茎提取物,NASTURTIUM OFFICINALE FLOWER/LEAF/STEM EXTRACT,,,控油剂;除臭剂,"控油,除臭",控油,控油,E5,JL151,《化妆品植物原料手册》,,
4361,菱叶常春藤（HEDERA RHOMBEA）提取物,HEDERA RHOMBEA EXTRACT,,,控油剂;除臭剂;皮肤保护剂,"控油,除臭",,,,,,,
4169,库拉索芦荟（ALOE BARBADENSIS）叶水,ALOE BARBADENSIS LEAF WATER,,,保湿剂;溶剂;控油剂,"控油,保湿",,,,,,,
1248,北美金缕梅（HAMAMELIS VIRGINIANA）树皮/叶/茎提取物,HAMAMELIS VIRGINIANA（WITCH HAZEL）BARK/LEAF/STEM EXTRACT,,,保湿剂;收敛剂;控油剂;舒缓,"控油,保湿,紧致,舒缓",,,,,,,
1986,东非芦荟（ALOE PERRYI）提取物,ALOE PERRYI EXTRACT,,,保湿剂;润肤剂,"控油,保湿",,,,,,,
2759,好望角芦荟（ALOE FEROX）叶汁粉,ALOE FEROX LEAF JUICE POWDER,,,控油剂;保湿剂,"控油,保湿",,,,,,,
2760,好望角芦荟（ALOE FEROX）叶汁提取物,ALOE FEROX LEAF JUICE EXTRACT,,,控油剂;保湿剂,"控油,保湿",,,,,,,
4768,木立芦荟（ALOE ARBORESCENS）叶原生质体,ALOE ARBORESCENS LEAF PROTOPLASTS,,,保湿剂,"控油,保湿",,,,,,,
4769,木立芦荟（ALOE ARBORESCENS）叶汁,ALOE ARBORESCENS LEAF JUICE,,,保湿剂,"控油,保湿",,,,,,,
2756,好望角芦荟（ALOE FEROX）提取物,ALOE FEROX EXTRACT,,,控油剂;保湿剂,"控油,保湿",控油,控油,E5,JL151,《化妆品植物原料手册》,,
4170,库拉索芦荟（ALOE BARBADENSIS）叶提取物,ALOE BARBADENSIS LEAF EXTRACT,,,保湿剂;发用调理剂;润肤剂;控油剂,"控油,保湿,护发",控油,控油,E5,JL151,《化妆品植物原料手册》,,
4171,库拉索芦荟（ALOE BARBADENSIS）叶汁,ALOE BARBADENSIS LEAF JUICE,,,发用调理剂;保湿剂;润肤剂;控油剂,"控油,保湿,护发",,,,,,,
7432,洋常春藤（HEDERA HELIX）提取物,HEDERA HELIX (IVY) EXTRACT,,,保湿剂;发用调理剂;控油剂,"控油,保湿,护发",,,,,,,
4168,库拉索芦荟（ALOE BARBADENSIS）叶粉,ALOE BARBADENSIS LEAF POWDER,,,发用调理剂;保湿剂;控油剂,"控油,保湿,护发",,,,,,,
4172,库拉索芦荟（ALOE BARBADENSIS）叶汁粉,ALOE BARBADENSIS LEAF JUICE POWDER,,,发用调理剂;保湿剂;控油剂,"控油,保湿,护发",,,,,,,
4431,芦荟（ALOE VERA）提取物,ALOE VERA EXTRACT,,,发用调理剂;保湿剂;控油剂,"控油,保湿,护发",,,,,,,
1031,安东芦荟（ALOE ANDONGENSIS）叶提取物,ALOE ANDONGENSIS LEAF EXTRACT,,,保湿剂,"控油,保湿",,,,,,,
1985,东方香蒲（TYPHA ORIENTALIS）提取物,TYPHA ORIENTALIS EXTRACT,,,控油剂,控油,,,,,,,
5519,忍冬（LONICERA JAPONICA）花提取物,LONICERA JAPONICA (HONEYSUCKLE) FLOWER EXTRACT,,金银花(LONICERA JAPONICA)提取物,控油剂,控油,控油,控油,E5,JL151,《化妆品植物原料手册》,JL13,《化妆品植物原料手册》
1032,安东芦荟（ALOE ANDONGENSIS）叶汁,ALOE ANDONGENSIS LEAF JUICE,,,,,,,,,,,
1779,大麦（HORDEUM VULGARE）粉,HORDEUM VULGARE POWDER,,,控油剂,控油,,,,,,,
1788,大麦（HORDEUM VULGARE）籽提取物,HORDEUM VULGARE SEED EXTRACT,,,控油剂,控油,,,,,,,
1789,大麦（HORDEUM VULGARE）籽细粉,HORDEUM VULGARE SEED FLOUR,,,控油剂,控油,,,,,,,
